q1 : 0 , q2 : 0 , q3 : 30 , q4 : 90 , q5 : 120 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 30 , q4 : 180 , q5 : 60 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 30 , q4 : 180 , q5 : 90 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 30 , q4 : 180 , q5 : 120 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 0 , q5 : 120 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 0 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 30 , q5 : 120 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 30 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 30 , q5 : 180 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 120 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 150 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 180 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 60 , q5 : 210 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 90 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 120 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 150 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 180 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 90 , q5 : 210 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 0 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 30 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 60 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 90 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 120 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 120 , q5 : 180 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 0 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 30 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 60 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 90 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 150 , q5 : 120 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 180 , q5 : 30 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 180 , q5 : 60 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 180 , q5 : 90 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 180 , q5 : 120 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 210 , q5 : 60 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 60 , q4 : 210 , q5 : 90 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 0 , q5 : 90 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 0 , q5 : 120 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 0 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 90 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 120 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 150 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 30 , q5 : 180 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 90 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 120 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 150 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 180 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 60 , q5 : 210 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 0 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 30 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 60 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 90 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 120 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 150 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 180 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 210 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 90 , q5 : 330 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 0 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 30 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 60 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 90 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 120 , q5 : 330 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 0 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 240 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 270 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 300 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 30 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 60 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 150 , q5 : 90 , q6 : 330 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 180 , q5 : 30 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 180 , q5 : 60 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 180 , q5 : 90 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 210 , q5 : 60 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 210 , q5 : 90 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 330 , q5 : 90 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 90 , q4 : 330 , q5 : 120 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 0 , q5 : 60 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 0 , q5 : 90 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 0 , q5 : 120 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 0 , q5 : 150 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 60 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 90 , q6 : 210 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 0 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 30 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 60 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 90 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 120 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 150 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 180 , collision
q1 : 60 , q2 : 0 , q3 : 120 , q4 : 30 , q5 : 120 , q6 : 210 , collision
